"V1" "V2" "V3" "V4" "V5"
"35" 3.03927057556847 81374.125983704 3.13983261752775 3.65221546974235 4.0943445622221
"36" 2.90306858869057 64964.808 2.98853980297249 3.57682995030531 5.13579843705026
"37" 3.24259235148552 84604.519 3.23867845216438 3.80198490021921 4.0943445622221
"38" 2.98685969505039 49552.182217 2.99573227355399 3.57037741003294 4.49980967033027
"39" 3.13645366516605 59425.7314818249 3.17062914934569 3.66598959869682 3.91202300542815
"40" 2.92136785826513 41385.831579 2.93863268151342 3.50855589998265 3.91202300542815
"41" 2.91180703861623 58863.869 2.97212240791486 3.62593965434006 3.91202300542815
"42" 2.94443897916644 57066.625 2.97552956623647 3.57766852477793 4.78749174278205
"43" 3.01504458458636 77617.6957619632 2.98517675961447 3.74950407593037 5.85793315448346
"44" 2.99021709286588 73735.7597037035 3.04927304048202 3.62757379687409 4.49980967033027
"45" 2.9157867833769 74955.7257573702 2.99573227355399 3.6609942506244 2.99573227355399
"46" 2.9531726591352 58365.920439 2.96475746925456 3.67857656111804 4.0943445622221
"47" 3.04452243772342 76960.865286656 3.13070013396448 3.69610329920326 4.0943445622221
"48" 2.91180703861623 60992.3832640369 3.04452243772342 3.60359385983158 4.86753445045558
"49" 3.08907081398449 60205.5604263702 3.08145114895653 3.64979206540589 4.0943445622221
"50" 2.88424189752063 52006.4997922965 2.88424189752063 3.59089904575373 4.0943445622221
"51" 2.86789890204411 62052.103079 2.87610378609846 3.63626950384164 3.68887945411394
"52" 3.03013370027132 80211.6917656298 3.13070013396448 3.65299317554953 4.0943445622221
"53" 2.98517675961447 51478.848 3.01012815383772 3.60277675506052 4.38202663467388
"54" 3.00403107636869 36155.2402962964 3.03013370027132 3.51531940298856 5.48063892334199
"55" 3.01504458458636 54583.7063703702 3.00071981506503 3.6320445173614 4.78749174278205
"56" 3.06292352309431 69375.867029 3.03013370027132 3.76584049525006 3.40119738166216
"57" 3.15841785583109 59593.201416 3.19006474301408 3.70302887721836 4.78749174278205
"58" 2.91081786993179 84258.095104 2.92495209149294 3.78706428602267 3.91202300542815
"59" 2.92316158071916 55742.968 2.90471287516682 3.63995178049051 4.0943445622221
"60" 3.04927304048202 86311.8210930368 3.07269331469012 3.7445506514844 4.49980967033027
"61" 2.95491027903374 65256.129576 3.08145114895653 3.5720646995221 4.0943445622221
"62" 2.98214032003452 60822.1000589631 2.96475746925456 3.7044246654494 3.91202300542815
"63" 3.03927057556847 51023.529829 2.97552956623647 3.62700405039585 4.24849524204936
"64" 3.00071981506503 46397.2797037036 2.98214032003452 3.56642929435737 4.70048036579242
"65" 2.95491027903374 91125 2.94443897916644 3.84374416467485 3.91202300542815
"66" 3.03447210186992 73560.059 3.03447210186992 3.63495111208838 6.46146817635372
"67" 3.04452243772342 105109.497493037 3.08602991153477 3.69277186882928 4.60517018598809
"68" 3.10861443061066 68921 2.95958682691764 3.72874098753907 5.01063529409626
"69" 2.89591193827178 60236.288 2.88424189752063 3.64440496401211 3.68887945411394
"70" 2.93332481342537 59730.618429 3.08450598560742 3.50855589998265 4.0943445622221
"71" 2.91180703861623 84219.6620370368 2.99021709286588 3.66185078172602 4.0943445622221
"72" 2.84490938381941 86350.888 2.83321334405622 3.7748277662503 3.68887945411394
"73" 3.28754864514423 61944.6884486095 3.19717539788886 3.79241330243035 6.42971947803914
"74" 3.03607415283737 78916.7865197035 3.12368563786445 3.68210656982651 4.0943445622221
"75" 2.82078347108945 51326.7755907036 2.82078347108945 3.59154222122498 3.91202300542815
"76" 2.90142159408275 59167.0299629631 3.04520247855208 3.48737507790321 4.0943445622221
"77" 2.99573227355399 61911.146816 3.03318861059794 3.73528582692809 5.96614673912369
"78" 3.02042488614436 57930.6543597035 3.06619073720255 3.6133473915015 4.86753445045558
"79" 3.18082775723067 22569.215976 3.12632184325759 3.44648937085386 6.25382881157547
"80" 2.96836107675786 78183.136576 3.00568260440716 3.64614591152704 4.0943445622221
"81" 2.94443897916644 57333.846016 3.04452243772342 3.5860158186547 3.91202300542815
"82" 3.03302805829769 70274.5656296298 3.00071981506503 3.74628320822587 4.78749174278205
"83" 3.0646362522012 60236.288 2.90306858869057 3.75248003552353 3.91202300542815
"84" 3.29447791836175 21077.9442927036 3.19006474301408 3.54932998916385 4.49980967033027
"85" 2.99021709286588 55132.330616 2.91180703861623 3.53699010444018 5.29831736654804
"86" 2.87167962488401 54282.0867140369 2.88424189752063 3.56104608260405 3.91202300542815
"87" 2.94968833505258 83711.526718625 2.98517675961447 3.78107873949394 4.9416424226093
"88" 3.08145114895653 38046.0640370369 3.13549421592915 3.49650756146648 3.91202300542815
"89" 2.97382743816594 55262.804129 2.95491027903374 3.57515068878559 4.49980967033027
"90" 2.90999281460628 50243.409 3.01504458458636 3.52636052461616 3.91202300542815
"91" 2.93332481342537 59730.618429 3.09104245335832 3.5337282739531 3.91202300542815
"92" 2.90142159408275 62224.6732989631 3.00733140939734 3.60721738041916 4.24849524204936
"93" 2.98853980297249 39989.9927399631 3.08145114895653 3.49549694996056 4.60517018598809
"94" 3.08648663682246 83434.3575566298 3.0877035520928 3.65756077085651 5.29831736654804
"95" 2.93863268151342 55262.804129 2.9704144655697 3.59548410651438 3.91202300542815
"96" 2.82078347108945 65110.360167 2.97552956623647 3.48216274048526 4.24849524204936
"97" 2.89775186519379 65402.116389 3.03318861059794 3.5714088696396 4.24849524204936
"98" 3.06292352309431 36594.368 3.08602991153477 3.47475758477018 4.0943445622221
"99" 3.13262052561611 86667.764499064 3.2144661163795 3.75419892023458 4.0943445622221
"100" 2.97892515523761 86879.445589 2.99573227355399 3.7954891891722 3.68887945411394
"101" 3.05085157277507 60652.134089 3.07269331469012 3.63045553397622 4.0943445622221
"102" 2.89591193827178 71473.375 2.90999281460628 3.73766961828337 3.91202300542815
"103" 3.25527204005949 9120.59558637033 3.12632184325759 3.36361088800005 4.49980967033027
"104" 3.31678003984957 45646.9290959561 3.1888289035159 3.75161948393512 4.38202663467388
"105" 2.94968833505258 31839.942027375 3.02529107579554 3.50144484793316 4.24849524204936
"106" 2.91180703861623 42253.279587 3.00403107636869 3.48808838103632 3.91202300542815
"107" 2.98517675961447 75472.455176 3.02529107579554 3.74714836223791 4.0943445622221
"108" 3.00864849882054 76404.9413703702 3.0427748798873 3.66586667980486 5.96614673912369
"109" 3.09104245335832 69375.867029 3.15230858059609 3.65299317554953 3.91202300542815
"110" 2.97892515523761 72320.6032407035 3.09104245335832 3.6320445173614 4.0943445622221
"111" 3.00568260440716 83453.453 2.98517675961447 3.78343177105516 3.91202300542815
"112" 3.06805293513362 62997.282739 2.98517675961447 3.77122719546269 4.78749174278205
"113" 3.02529107579554 84604.519 2.9704144655697 3.84470729814328 3.91202300542815
"114" 3.02529107579554 89314.623 3.00071981506503 3.83492595504318 3.91202300542815
"115" 3.3178157727231 41695.288467776 3.18359401072356 3.74871945446995 5.7037824746562
"116" 2.99573227355399 48494.0216296298 3.03302805829769 3.54760386675598 3.40119738166216
"117" 3.05698414958575 68083.9120370369 3.05400118167797 3.66356164612965 3.91202300542815
"118" 2.96853235362733 56181.887 3.04610848087906 3.53300506733483 4.60517018598809
"119" 2.98061863574394 37797.742016 2.98517675961447 3.45315712059287 5.66988092298052
"120" 2.95491027903374 88656.874579 2.93863268151342 3.83059600673242 3.91202300542815
"121" 3.08602991153477 72982.227339 3.05085157277507 3.70843695332947 4.38202663467388
"122" 2.95491027903374 54872 3.06292352309431 3.59154222122498 3.91202300542815
"123" 2.98061863574394 54872 3.03927057556847 3.54932998916385 3.91202300542815
"124" 3.07731226054641 68921 2.93863268151342 3.83866347107368 4.70048036579242
"125" 2.95647155960069 52313.624 3.10009228887823 3.49923112193352 4.0943445622221
"126" 3.03013370027132 71129.4780370369 2.99573227355399 3.80280320043225 4.0943445622221
"127" 3.00568260440716 70393.838689 3.04261585945284 3.74242022104197 4.70048036579242
"128" 2.94968833505258 55742.968 2.94968833505258 3.61091791264422 3.91202300542815
"129" 2.8501282996952 68921 2.89591193827178 3.65394288423304 3.91202300542815
"130" 2.91777073208428 92120.8558573702 2.90142159408275 3.8155121050473 3.91202300542815
"131" 2.99021709286588 70087.408867 3.02529107579554 3.65816248145188 3.91202300542815
"132" 3.03013370027132 85184 3.05541527571516 3.80666248977032 3.91202300542815
"133" 3.01863466677129 59593.201416 3.12533408045984 3.55695391427451 4.24849524204936
"134" 2.94968833505258 62052.103079 3.05823747890539 3.59692079454313 4.24849524204936
"135" 2.91180703861623 85358.358827 2.99021709286588 3.6609942506244 4.0943445622221
"136" 2.92136785826513 66102.6147037036 2.97552956623647 3.63495111208838 3.68887945411394
"137" 2.98061863574394 90922.6499629631 3.02042488614436 3.77276093809464 5.4380793089232
"138" 2.82474622642378 77254.345979 2.98685969505039 3.56671182013973 3.91202300542815
"139" 2.9704144655697 57363.5886296298 3.07269331469012 3.48124008933569 6.63331843328038
"140" 2.87863650167774 78953.589 3.09738592728049 3.57453425232908 3.91202300542815
"141" 2.95491027903374 63521.199 3.06136394698282 3.59731226058845 3.40119738166216
"142" 2.8501282996952 58365.920439 2.99389725760826 3.53115294417536 4.0943445622221
"143" 3.20261093240217 44575.2424019631 3.0985896589937 3.65143715863807 3.40119738166216
"144" 3.08450598560742 37595.375 3.13549421592915 3.49650756146648 4.0943445622221
"145" 2.91180703861623 85532.955416 2.98517675961447 3.65583960003574 6.19440539110467
"146" 3.12236492448736 80211.6917656298 2.95803040636998 3.79683659561903 4.70048036579242
"147" 2.95491027903374 91125 2.93863268151342 3.84566950487813 4.0943445622221
"148" 3.2091348414697 88321.085065101 3.18262295555855 3.82526712405226 4.60517018598809
"149" 2.95491027903374 75151.448 2.88050846029253 3.77803436542483 3.91202300542815
"150" 3.07269331469012 91489.986216 3.08145114895653 3.81968839422535 4.38202663467388
"151" 3.13389874093699 64144.108027 3.18359401072356 3.68042716729895 4.49980967033027
"152" 3.12236492448736 58230.605376 3.15230858059609 3.66586667980486 4.0943445622221
"153" 2.9704144655697 92120.8558573702 2.80336038090653 3.87245023030832 5.39362754635236
"154" 2.9704144655697 40577.5530973703 3.03013370027132 3.50525705158693 3.91202300542815
"155" 2.83907846350861 63680.5330370369 2.77258872223978 3.67097003357037 3.68887945411394
"156" 2.89591193827178 89314.623 3.03013370027132 3.66509892544853 3.91202300542815
"157" 2.86600316687921 58095.499617 2.90999281460628 3.58905911883173 4.0943445622221
"158" 3.11942374589654 48627.125 3.11351530921037 3.62611713237762 4.78749174278205
"159" 3.23695147159543 117188.609849856 3.25385679376345 3.86022432019426 4.49980967033027
"160" 3.09104245335832 36671.5790393703 3.13694244210551 3.49448531608571 4.38202663467388
"161" 2.94968833505258 39073.2530370369 2.95803040636998 3.52537965156057 4.24849524204936
"162" 3.04452243772342 83453.453 3.0427748798873 3.83801759211765 3.91202300542815
"163" 3.14673514709052 60236.288 3.07269331469012 3.73766961828337 4.38202663467388
"164" 3.04610848087906 54439.939 3.03447210186992 3.60277675506052 4.0943445622221
"165" 3.08145114895653 54872 3.11351530921037 3.65145157731314 4.49980967033027
"166" 3.01176965125161 50502.5591840369 3.09670819089399 3.49559805708364 4.86753445045558
"167" 3.00320428839269 63976.002999875 3.04452243772342 3.59639860131977 4.86753445045558
"168" 2.9666466926589 85707.789929 2.95491027903374 3.82719106991145 3.91202300542815
"169" 2.99739755287305 49836.032 3.01012815383772 3.54288982656737 3.91202300542815
"170" 3.07731226054641 124251.499 3.15700042115011 3.81308625756812 3.91202300542815
"171" 2.85589532836619 100934.332416 3.01012815383772 3.5712214106457 3.68887945411394
"172" 2.99739755287305 85358.358827 3.07269331469012 3.65165959505924 4.49980967033027
"173" 2.90817529320446 104420.572829 2.89037175789616 3.87949981372259 3.40119738166216
"174" 3.02529107579554 45985.3195922964 3.0885393231402 3.57766852477793 5.13579843705026
"175" 3.03927057556847 97336 2.99573227355399 3.89365534806996 3.91202300542815
"176" 3.03447210186992 89314.623 3.02529107579554 3.7826733334003 5.01063529409626
"177" 2.89037175789616 93989.5016296298 3.02042488614436 3.66270657980991 4.38202663467388
"178" 2.94968833505258 35611.289 3.02529107579554 3.50525705158693 4.0943445622221
"179" 3.26817379658949 16777.216 3.13070013396448 3.46677702730814 4.38202663467388
"180" 2.97722880198943 65110.360167 2.95958682691764 3.70204244064022 5.07517381523383
"181" 2.99205886818768 75472.455176 3.06292352309431 3.64805745959368 3.68887945411394
"182" 3.19803151234917 28841.6398092217 3.1924731795764 3.39206052936938 4.49980967033027
"183" 2.86220088092947 58863.869 2.79055142261395 3.65065824129374 3.40119738166216
"184" 2.9704144655697 40318.322589 3.03013370027132 3.513334881599 3.68887945411394
"185" 3.00568260440716 76027.4413640369 3.02042488614436 3.79997350161952 5.4380793089232
"186" 3.13549421592915 42362.555256 3.15348360610115 3.55599071208813 5.52146091786225
"187" 3.06292352309431 51728.341176 3.10009228887823 3.59535339610311 4.60517018598809
"188" 3.07269331469012 72982.227339 3.13983261752775 3.70352173085081 3.91202300542815
"189" 3.12500460925813 32860.246427 3.13694244210551 3.5572510116355 5.82894561761021
"190" 2.95491027903374 64787.2056907035 2.90142159408275 3.5720646995221 5.19295685089021
"191" 3.15841785583109 103999.82028563 3.15700042115011 3.82209829790016 3.91202300542815
"192" 2.87694873756402 92345.408 3.00568260440716 3.63995178049051 3.68887945411394
"193" 3.16926532431487 55132.330616 3.1720637030824 3.71754789246162 5.01063529409626
"194" 2.86789890204411 102919.941014037 3.02529107579554 3.57515068878559 4.0943445622221
"195" 2.9704144655697 62997.282739 3.08602991153477 3.55706087949309 4.24849524204936
"196" 3.14945429008969 107850.176 3.15700042115011 3.82209829790016 4.38202663467388
"197" 3.02042488614436 56623.104 2.95958682691764 3.66935678762507 4.60517018598809
"198" 3.2412894197051 51202.5757037036 3.23867845216438 3.71488827329499 5.63478960316925
"199" 2.89037175789616 86350.888 3.00071981506503 3.6320445173614 3.91202300542815
"200" 2.90999281460628 75151.448 2.99021709286588 3.6609942506244 3.91202300542815
"201" 3.03447210186992 42107.871239 3.03927057556847 3.58536907774427 4.0943445622221
"202" 3.03927057556847 96913.4130370368 2.99698149295442 3.89421538677818 3.91202300542815
"203" 3.20274644293832 39073.2530370369 3.17345996133772 3.6320445173614 4.0943445622221
"204" 3.01818661071606 75910.8486348381 3.07114891283875 3.61001660568821 4.49980967033027
"205" 3.02320846483801 51853.389489 2.99179596501819 3.56404482862073 3.68887945411394
"206" 3.02204958187136 46526.5199629631 3.12500460925813 3.49347265777133 4.0943445622221
"207" 2.90142159408275 60652.134089 2.89037175789616 3.64283551561253 3.68887945411394
"208" 2.95491027903374 64144.108027 3.04610848087906 3.5562048372094 4.0943445622221
"209" 3.29175447028077 67419.143 3.26499576048175 3.78040977195953 4.38202663467388
"210" 2.90142159408275 80789.646267 3.06805293513362 3.58955623281915 4.49980967033027
"211" 2.88628936217261 75151.448 2.91777073208428 3.72328088083127 4.24849524204936
"212" 2.94619182799385 85921.7998989632 3.05400118167797 3.67630067190708 4.24849524204936
"213" 3.15700042115011 58850.8995812014 3.15088245371433 3.66270657980991 4.70048036579242
"214" 3.02042488614436 76225.024 3.02529107579554 3.8155121050473 4.0943445622221
"215" 2.99906006364667 75633.300989 2.87863650167774 3.85014760171006 2.99573227355399
"216" 3.21740808159316 96449.982056 3.23040906068187 3.8155121050473 3.91202300542815
"217" 3.11794990627824 48334.6184722964 3.06805293513362 3.66944176022146 5.24702407216049
"218" 2.94250729009444 39073.2530370369 3.00568260440716 3.45104518738972 3.91202300542815
"219" 2.97382743816594 70752.467456 3.00055396383321 3.7044246654494 4.60517018598809
"220" 3.11351530921037 44487.2980370369 3.09104245335832 3.56671182013973 3.91202300542815
"221" 2.89037175789616 55742.968 2.98853980297249 3.50745749256282 3.91202300542815
"222" 3.17527218738607 57512.456 3.13070013396448 3.6609942506244 4.0943445622221
"223" 3.06805293513362 93576.664 3.03447210186992 3.88752537382775 3.91202300542815
"224" 2.95491027903374 84604.519 2.99573227355399 3.78024246012791 5.13579843705026
"225" 2.92450476426562 51978.639168 2.94443897916644 3.58166536980679 3.68887945411394
"226" 3.03927057556847 68417.929 3.03013370027132 3.71466902580023 3.40119738166216
"227" 3.11794990627824 85921.7998989632 3.01012815383772 3.93045214089651 4.60517018598809
"228" 2.96475746925456 72511.713 2.97892515523761 3.6754564337818 3.40119738166216
"229" 2.93863268151342 73911.7399629631 3.00071981506503 3.67020618884832 3.91202300542815
"230" 2.87356463957978 49795.415839 2.98517675961447 3.48124008933569 3.91202300542815
"231" 2.94619182799385 76765.625 3.03013370027132 3.60821155104648 3.91202300542815
"232" 2.86220088092947 51250.851823625 2.98365969231972 3.48737507790321 3.91202300542815
"233" 3.09557760852371 58863.869 3.16547504814109 3.60441029748749 4.0943445622221
"234" 3.10563246925385 76027.4413640369 2.95491027903374 3.78872478908365 4.38202663467388
"235" 2.95958682691764 69747.9757240369 2.92852352386054 3.73122029460346 5.7037824746562
"236" 3.04058612918762 61512.930296875 3.05085157277507 3.61433548949341 4.70048036579242
"237" 2.8094026953625 72982.227339 2.74298825246349 3.71275872790388 3.91202300542815
"238" 2.9704144655697 81126.503289 2.89591193827178 3.80866049243299 3.91202300542815
"239" 3.01176965125161 48747.126077 3.10009228887823 3.50254987592244 4.78749174278205
"240" 2.91379889079131 39176.9770840369 2.87356463957978 3.56671182013973 6.97541392745595
"241" 3.13549421592915 54282.0867140369 3.20680324363393 3.58905911883173 3.91202300542815
"242" 2.96131334668353 37696.467977 2.89591193827178 3.7454173050742 5.96614673912369
"243" 2.92136785826513 77254.345979 3.09195113129453 3.60875340963465 3.91202300542815
"244" 2.98061863574394 74035.092599 3.05541527571516 3.65566731990782 3.91202300542815
"245" 2.95958682691764 85338.9738856298 2.81540871942271 3.824065726669 4.38202663467388
"246" 2.99573227355399 84797.3863703702 2.99573227355399 3.65738878702257 5.73657229747919
"247" 3.19853705387267 96029.9653063702 3.14415227867226 3.81690614027067 4.86753445045558
"248" 3.09693415406296 52551.7736686298 3.11351530921037 3.56953269648137 4.24849524204936
"249" 2.86789890204411 53582.633 2.79667139275574 3.64283551561253 3.40119738166216
"250" 3.06292352309431 81746.504 3.11351530921037 3.74384101218791 4.60517018598809
"251" 2.95958682691764 81332.8205922965 2.98517675961447 3.68637632389582 4.0943445622221
"252" 3.00071981506503 71783.828416 2.99021709286588 3.73050112880476 3.68887945411394
"253" 3.08145114895653 67568.337017 2.94562248906854 3.84849730454827 4.9416424226093
"254" 2.9531726591352 83453.453 2.98517675961447 3.69535842021165 3.40119738166216
"255" 3.02042488614436 40318.322589 3.03927057556847 3.4974162394027 4.24849524204936
"256" 2.95958682691764 78183.136576 3.03447210186992 3.67630067190708 3.91202300542815
"257" 2.99389725760826 68417.929 3.02529107579554 3.6845367046798 4.24849524204936
"258" 2.92316158071916 59730.618429 3.01504458458636 3.59731226058845 3.91202300542815
"259" 3.32040042135764 39056.8057580174 3.18635263316264 3.74226223067905 5.56068163101553
"260" 3.0410242627457 79655.0117522965 3.05400118167797 3.72005507158239 6.41345895716736
"261" 2.90635446240277 76765.625 2.91777073208428 3.68210656982651 5.39362754635236
"262" 3.01908252216221 86747.1045662969 3.06634605288198 3.7635229971097 4.70048036579242
"263" 2.87694873756402 67568.337017 3.03927057556847 3.50635787731732 3.91202300542815
"264" 3.11351530921037 69072.400727 3.07731226054641 3.7445506514844 6.3279367837292
"265" 2.90389106988841 75928.778213625 2.99021709286588 3.65816248145188 3.91202300542815
"266" 3.00716665117965 67867.385039 3.03013370027132 3.67630067190708 4.0943445622221
"267" 2.91180703861623 66430.125 2.93172694357808 3.62345164879148 4.9416424226093
"268" 2.89037175789616 64964.808 2.89775186519379 3.62167070442049 3.91202300542815
"269" 2.87167962488401 64000 2.95491027903374 3.62167070442049 3.91202300542815
"270" 2.92316158071916 59730.618429 2.95267564123232 3.60312702457704 3.91202300542815
"271" 3.01773835381661 60443.972631125 3.07731226054641 3.52636052461616 4.86753445045558
"272" 2.92673940206704 82123.7949629631 3.05085157277507 3.6451887654892 4.0943445622221
"273" 2.98061863574394 79840.284616 3.08145114895653 3.67190282990682 3.91202300542815
"274" 3.02042488614436 82123.7949629631 2.98061863574394 3.74628320822587 4.78749174278205
"275" 2.91180703861623 41649.6130073702 2.92852352386054 3.51838764907356 4.49980967033027
"276" 2.95143201465741 75311.837567 2.97382743816594 3.64283551561253 4.49980967033027
"277" 3.2412894197051 32870.5067037036 3.14415227867226 3.57766852477793 6.10924758276437
"278" 2.89958841300109 66873.977379 2.98365969231972 3.55248682920838 4.0943445622221
"279" 2.87863650167774 62997.282739 3.06805293513362 3.57766852477793 3.68887945411394
"280" 3.0427748798873 70393.838689 3.07114891283875 3.73433071701785 6.50727771238501
"281" 2.8501282996952 63346.2387807035 2.9704144655697 3.60522606911668 3.91202300542815
"282" 2.97212240791486 50776.309927 2.99906006364667 3.58786134838402 4.78749174278205
"283" 2.93332481342537 87292.033856 2.99573227355399 3.69037833023767 4.0943445622221
"284" 2.92673940206704 57796.0131407035 2.95958682691764 3.60522606911668 3.68887945411394
"285" 3.01012815383772 50093.7806807036 3.0877035520928 3.51947412258653 4.49980967033027
"286" 3.03302805829769 56770.6880370369 3.09104245335832 3.61001660568821 4.24849524204936
"287" 2.97552956623647 52159.9111973702 3.13070013396448 3.50773220754775 3.91202300542815
"288" 2.95491027903374 87725.6680370369 2.93863268151342 3.824065726669 4.0943445622221
"289" 2.97382743816594 60374.691467 3.00568260440716 3.54673968695281 4.0943445622221
"290" 3.07731226054641 81126.503289 3.01012815383772 3.73766961828337 4.86753445045558
"291" 3.04452243772342 86097.1637119632 2.87356463957978 3.84374416467485 4.9416424226093
"292" 3.00403107636869 117889.26337037 3.05400118167797 3.68210656982651 5.01063529409626
"293" 2.89775186519379 52313.624 2.89037175789616 3.59731226058845 3.68887945411394
"294" 2.94968833505258 59761.1842032964 3.05890825971938 3.60817283562419 3.91202300542815
"295" 3.01504458458636 65939.264 2.98061863574394 3.73265707645982 4.0943445622221
"296" 2.99021709286588 57796.0131407035 2.98517675961447 3.69792178209816 3.91202300542815
"297" 3.01012815383772 104909.175924037 2.99021709286588 3.88087627643131 3.91202300542815
"298" 2.89591193827178 69375.867029 2.98517675961447 3.64283551561253 3.68887945411394
"299" 3.01504458458636 55874.402767 3.00148728659113 3.69360284920032 4.0943445622221
"300" 2.97382743816594 50653 3.00071981506503 3.57515068878559 4.49980967033027
"301" 3.05400118167797 65580.8401922965 3.0568273729138 3.71989350764311 4.60517018598809
"302" 3.33932197794407 59319 3.24998681989325 3.79224798709097 4.60517018598809
"303" 2.92994853300799 42875 2.9531726591352 3.50855589998265 4.0943445622221
"304" 3.07731226054641 124251.499 3.16018682851952 3.81308625756812 3.68887945411394
"305" 3.03013370027132 76225.024 3.0410242627457 3.81968839422535 3.91202300542815
"306" 3.06292352309431 94382.820377 3.08145114895653 3.81903013857898 4.9416424226093
"307" 3.00716665117965 68234.0848140369 2.88424189752063 3.7915864523062 4.24849524204936
"308" 2.83321334405622 64288.432216 2.86789890204411 3.6163087612791 3.68887945411394
"309" 2.99739755287305 31844.9651566297 3.02529107579554 3.47279426716717 4.9416424226093
"310" 3.02529107579554 66266.2349629631 2.99906006364667 3.74155096499134 4.9416424226093
"311" 2.91017438519234 42875 2.92316158071916 3.52812367523454 4.60517018598809
"312" 2.92852352386054 83453.453 2.8094026953625 3.83729945923221 3.68887945411394
"313" 3.29583686600433 35937 3.17805383034795 3.64283551561253 3.68887945411394
"314" 3.11499569438081 117841.184552297 3.15230858059609 3.8155121050473 4.0943445622221
"315" 2.96131334668353 61629.875 3.00071981506503 3.54760386675598 3.68887945411394
"316" 2.94443897916644 97908.438529 3.03927057556847 3.70622809244855 4.0943445622221
"317" 2.94443897916644 35492.3565473703 3.00568260440716 3.49012359085656 4.60517018598809
"318" 3.12895111734021 45101.7233329826 3.15841785583109 3.54173197232764 4.24849524204936
"319" 3.12236492448736 47437.928 3.09557760852371 3.60522606911668 4.0943445622221
"320" 2.86220088092947 65580.8401922965 2.87356463957978 3.65143715863807 3.68887945411394
"321" 3.08145114895653 66430.125 2.94968833505258 3.70622809244855 4.24849524204936
"322" 2.96131334668353 80007.275629 2.86789890204411 3.85206066425546 3.91202300542815
"323" 2.99021709286588 55940.197556125 2.91180703861623 3.54095932403731 3.91202300542815
"324" 2.86010344475202 47529.7179393702 2.97552956623647 3.53592250594989 3.91202300542815
"325" 3.22020827010198 86546.3993703702 3.16674007044767 3.83492595504318 4.70048036579242
"326" 2.81540871942271 67917.312 2.97552956623647 3.49179952634444 4.24849524204936
"327" 3.11684309930305 70957.944 3.22286784613774 3.66356164612965 4.0943445622221
"328" 3.19777475496015 114465.613935464 3.23435539571659 3.82733619726095 4.0943445622221
"329" 2.98061863574394 41890.384817 2.99573227355399 3.52812367523454 3.91202300542815
