"V2" "V3" "V4" "V5" "V6" "V7"
"78" 20.5 38.6933333333333 21.46 37.09 757.233333333333 130
"79" 24.0666666666667 28.26 22.79 31.39 758.866666666667 520
"80" 19.46 42.76 20.2 38.3266666666667 750.4 60
"81" 19 38.56 21 36.09 755.566666666667 50
"82" 20.76 41.2666666666667 20.1 42.3633333333333 748.683333333333 120
"83" 21.4266666666667 39.2 18.23 42.6266666666667 751.55 50
"84" 26.9633333333333 27.6233333333333 24.29 34.79 752.1 90
"85" 19.89 38.06 18.39 34.3633333333333 749.6 200
"86" 17.6666666666667 37.8633333333333 17.89 35.2 754.533333333333 50
"87" 19.1 43.745 19.79 43.8633333333333 743.5 140
"88" 21.79 33.6333333333333 23 33 764.3 50
"89" 19.5666666666667 38.09 19.2 35.7 747.3 90
"90" 18.3566666666667 36.9 20.39 34 762.75 50
"91" 18.79 39.09 22 34.2514285714286 763.8 50
"92" 18.2 39.6266666666667 20.2333333333333 36.8633333333333 756.35 70
"93" 19.8566666666667 34.1966666666667 21.79 32.9666666666667 764.05 100
"94" 21.9 43.6966666666667 21.9266666666667 38.7666666666667 755 200
"95" 18.89 38.09 19.5 36.4333333333333 742.9 50
"96" 16.79 40.23 19.6 32.53 766 70
"97" 18.1333333333333 40.29 20.7633333333333 35.5666666666667 764.5 70
"98" 21.39 33.2 21.89 32.29 765.4 60
"99" 22.934 44.254 24.89 42.7 755.966666666667 60
"100" 19.6666666666667 44.29 20 44.5 756.3 40
"101" 21.1333333333333 39.29 21.6 37.73 756.116666666667 60
"102" 18.1 41.5 18.3566666666667 42 752.5 50
"103" 25.9266666666667 20.8933333333333 22.79 28.8933333333333 761.883333333333 90
"104" 27.5714285714286 35.7385714285714 24.26 42.59 757.3 80
"105" 19.1 31.695 20.6 33.1633333333333 766.7 70
"106" 18.39 34.83 20.1666666666667 32.7233333333333 765.033333333333 50
"107" 19.79 42.26 20.6 42.4 761.433333333333 60
"108" 20.26 42.4333333333333 20.9633333333333 39.09 752.633333333333 390
"109" 22 41.09 23.39 38.59 756.1 50
"110" 19.6666666666667 41.6633333333333 22 37.79 760.65 60
"111" 20.2 43.7 19.79 43.9666666666667 738.616666666667 50
"112" 21.5 39.79 19.79 43.4333333333333 751.883333333333 120
"113" 20.6 43.9 19.5 46.745 753.566666666667 50
"114" 20.6 44.7 20.1 46.29 763.9 50
"115" 27.6 34.676 24.1333333333333 42.4666666666667 757.3 300
"116" 20 36.4666666666667 20.76 34.73 748.4 30
"117" 21.2633333333333 40.8333333333333 21.2 39 752.75 50
"118" 19.4633333333333 38.3 21.0333333333333 34.2266666666667 756.866666666667 100
"119" 19.7 33.56 19.79 31.6 762.4 290
"120" 19.2 44.59 18.89 46.09 760.333333333333 50
"121" 21.89 41.79 21.1333333333333 40.79 765 80
"122" 19.2 38 21.39 36.29 755.9 50
"123" 19.7 38 20.89 34.79 762.5 50
"124" 21.7 41 18.89 46.4633333333333 749.05 110
"125" 19.23 37.4 22.2 33.09 763.6 60
"126" 20.7 41.4333333333333 20 44.8266666666667 747.3 60
"127" 20.2 41.29 20.96 42.2 753.75 110
"128" 19.1 38.2 19.1 37 759.066666666667 50
"129" 17.29 41 18.1 38.6266666666667 756.933333333333 50
"130" 18.5 45.1633333333333 18.2 45.4 765.3 50
"131" 19.89 41.23 20.6 38.79 745.95 50
"132" 20.7 44 21.23 45 759.366666666667 50
"133" 20.4633333333333 39.06 22.7675 35.05625 760.2 70
"134" 19.1 39.59 21.29 36.4857142857143 750.733333333333 70
"135" 18.39 44.03 19.89 38.9 753.4 60
"136" 18.5666666666667 40.4333333333333 19.6 37.9 760.2 40
"137" 19.7 44.9666666666667 20.5 43.5 751.75 230
"138" 16.8566666666667 42.59 19.8233333333333 35.4 767.25 50
"139" 19.5 38.5666666666667 21.6 32.5 764.65 760
"140" 17.79 42.9 22.14 35.678 760.65 50
"141" 19.2 39.9 21.3566666666667 36.5 759 30
"142" 17.29 38.79 19.9633333333333 34.1633333333333 755.4 60
"143" 24.5966666666667 35.4566666666667 22.1666666666667 38.53 762.7 30
"144" 21.8566666666667 33.5 23 33 764.283333333333 60
"145" 18.39 44.06 19.79 38.7 753.6 490
"146" 22.7 43.1266666666667 19.26 44.56 743.6 110
"147" 19.2 45 18.89 46.79 757.333333333333 60
"148" 24.7576576576577 44.5336336336336 24.1099099099099 45.845045045045 752.95 100
"149" 19.2 42.2 17.8233333333333 43.73 754.3 50
"150" 21.6 45.06 21.79 45.59 754.7 80
"151" 22.9633333333333 40.03 24.1333333333333 39.6633333333333 758.1 90
"152" 22.7 38.76 23.39 39.09 754.166666666667 60
"153" 19.5 45.1633333333333 16.5 48.06 752.666666666667 220
"154" 19.5 34.3633333333333 20.7 33.29 764.8 50
"155" 17.1 39.9333333333333 16 39.29 760.3 40
"156" 18.1 44.7 20.7 39.06 751.65 50
"157" 17.5666666666667 38.73 18.3566666666667 36.2 742.1 60
"158" 22.6333333333333 36.5 22.5 37.5666666666667 760.566666666667 120
"159" 25.456 48.936 25.89 47.476 746.533333333333 90
"160" 22 33.2233333333333 23.0333333333333 32.9333333333333 764.266666666667 80
"161" 19.1 33.9333333333333 19.26 33.9666666666667 756.666666666667 70
"162" 21 43.7 20.9633333333333 46.4333333333333 736.5 50
"163" 23.26 39.2 21.6 42 750.95 80
"164" 21.0333333333333 37.9 20.79 36.7 759.866666666667 60
"165" 21.79 38 22.5 38.5305555555556 746.933333333333 90
"166" 20.3233333333333 36.9633333333333 22.125 32.97 764.3 130
"167" 20.15 39.995 21 36.4666666666667 757.1 130
"168" 19.4266666666667 44.09 19.2 45.9333333333333 763.4 50
"169" 20.0333333333333 36.8 20.29 34.5666666666667 751.15 50
"170" 21.7 49.9 23.5 45.29 753.1 50
"171" 17.39 46.56 20.29 35.56 764.35 40
"172" 20.0333333333333 44.03 21.6 38.5385714285714 749.466666666667 90
"173" 18.3233333333333 47.09 18 48.4 758.55 30
"174" 20.6 35.8266666666667 21.945 35.79 758.4 170
"175" 20.89 46 20 49.09 758.133333333333 50
"176" 20.79 44.7 20.6 43.9333333333333 749.35 150
"177" 18 45.4666666666667 20.5 38.9666666666667 752 80
"178" 19.1 32.9 20.6 33.29 764.8 60
"179" 26.2633333333333 25.6 22.89 32.0333333333333 762.7 80
"180" 19.6333333333333 40.23 19.29 40.53 741.333333333333 160
"181" 19.9266666666667 42.26 21.39 38.4 750.6 40
"182" 24.4842857142857 30.6671428571429 24.3485714285714 29.7271428571429 757.6 90
"183" 17.5 38.9 16.29 38.5 761.6 30
"184" 19.5 34.29 20.7 33.56 765 40
"185" 20.2 42.3633333333333 20.5 44.7 758.7 230
"186" 23 34.86 23.4175 35.0225 759.8 250
"187" 21.39 37.26 22.2 36.4285714285714 756.4 100
"188" 21.6 41.79 23.1 40.59 757.733333333333 50
"189" 22.76 32.03 23.0333333333333 35.0666666666667 764.5 340
"190" 19.2 40.1633333333333 18.2 35.59 748.866666666667 180
"191" 23.5333333333333 47.0266666666667 23.5 45.7 756.2 50
"192" 17.76 45.2 20.2 38.09 751.266666666667 40
"193" 23.79 38.06 23.8566666666667 41.1633333333333 758.85 150
"194" 17.6 46.8633333333333 20.6 35.7 764.3 60
"195" 19.5 39.79 21.89 35.06 756.6 70
"196" 23.3233333333333 47.6 23.5 45.7 756.166666666667 80
"197" 20.5 38.4 19.29 39.2266666666667 741.3 100
"198" 25.5666666666667 37.1333333333333 25.5 41.054 748.816666666667 280
"199" 18 44.2 20.1 37.79 752.4 50
"200" 18.3566666666667 42.2 19.89 38.9 759.05 50
"201" 20.79 34.79 20.89 36.0666666666667 769.633333333333 60
"202" 20.89 45.9333333333333 20.025 49.1175 758.166666666667 50
"203" 24.6 33.9333333333333 23.89 37.79 756.733333333333 60
"204" 20.4541666666667 42.3416666666667 21.5666666666667 36.9666666666667 764.8 90
"205" 20.5571428571429 37.29 19.9214285714286 35.3057142857143 748.266666666667 40
"206" 20.5333333333333 35.9666666666667 22.76 32.9 763.95 60
"207" 18.2 39.29 18 38.2 758.766666666667 40
"208" 19.2 40.03 21.0333333333333 35.03 766.6 60
"209" 26.89 40.7 26.18 43.834 747.5 80
"210" 18.2 43.23 21.5 36.218 764.3 90
"211" 17.9266666666667 42.2 18.5 41.4 749.233333333333 70
"212" 19.0333333333333 44.1266666666667 21.2 39.5 751.716666666667 70
"213" 23.5 38.8971428571429 23.3566666666667 38.9666666666667 749.05 110
"214" 20.5 42.4 20.6 45.4 757.733333333333 60
"215" 20.0666666666667 42.29 17.79 47 766.3 20
"216" 24.9633333333333 45.86 25.29 45.4 750.933333333333 50
"217" 22.6 36.4266666666667 21.5 39.23 742.45 190
"218" 18.9633333333333 33.9333333333333 20.2 31.5333333333333 756.2 50
"219" 19.5666666666667 41.36 20.0966666666667 40.6266666666667 732.3 100
"220" 22.5 35.4333333333333 22 35.4 757.033333333333 50
"221" 18 38.2 19.8566666666667 33.3633333333333 749.75 50
"222" 23.9333333333333 38.6 22.89 38.9 758.866666666667 60
"223" 21.5 45.4 20.79 48.79 759.416666666667 50
"224" 19.2 43.9 20 43.8266666666667 743.5 170
"225" 18.625 37.32 19 35.9333333333333 757.3 40
"226" 20.89 40.9 20.7 41.045 755.35 30
"227" 22.6 44.1266666666667 20.29 50.93 759.75 100
"228" 19.39 41.7 19.6666666666667 39.4666666666667 750.2 30
"229" 18.89 41.9666666666667 20.1 39.26 757.9 50
"230" 17.7 36.79 19.79 32.5 755.344444444444 50
"231" 19.0333333333333 42.5 20.7 36.9 755.8 50
"232" 17.5 37.145 19.76 32.7 754.9 50
"233" 22.1 38.9 23.7 36.76 752.5 60
"234" 22.3233333333333 42.3633333333333 19.2 44.2 742.8 80
"235" 19.29 41.1633333333333 18.7 41.73 749.483333333333 300
"236" 20.9175 39.475 21.1333333333333 37.1266666666667 764.483333333333 110
"237" 16.6 41.79 15.5333333333333 40.9666666666667 763.1 50
"238" 19.5 43.29 18.1 45.09 762.55 50
"239" 20.3233333333333 36.53 22.2 33.2 764.35 120
"240" 18.4266666666667 33.9633333333333 17.7 35.4 764.533333333333 1070
"241" 23 37.8633333333333 24.7 36.2 751.733333333333 50
"242" 19.3233333333333 33.53 18.1 42.3266666666667 753 390
"243" 18.5666666666667 42.59 22.02 36.92 760.3 50
"244" 19.7 41.99 21.23 38.6933333333333 756.2 50
"245" 19.29 44.0266666666667 16.7 45.79 762.266666666667 80
"246" 20 43.9333333333333 20 38.76 756.166666666667 310
"247" 24.4966666666667 45.7933333333333 23.2 45.4633333333333 756.35 130
"248" 22.13 37.4566666666667 22.5 35.5 755.2 70
"249" 17.6 37.7 16.39 38.2 763.433333333333 30
"250" 21.39 43.4 22.5 42.26 750.8 100
"251" 19.29 43.3266666666667 19.79 39.9 753.166666666667 60
"252" 20.1 41.56 19.89 41.7 763.9 40
"253" 21.79 40.73 19.0225 46.9225 749.166666666667 140
"254" 19.1666666666667 43.7 19.79 40.26 753 30
"255" 20.5 34.29 20.89 33.03 768.266666666667 70
"256" 19.29 42.76 20.79 39.5 754.3 50
"257" 19.9633333333333 40.9 20.6 39.8266666666667 749.766666666667 70
"258" 18.6 39.09 20.39 36.5 755.5 50
"259" 27.6714285714286 33.9285714285714 24.2 42.1933333333333 757.3 260
"260" 20.9266666666667 43.0266666666667 21.2 41.2666666666667 750.916666666667 610
"261" 18.29 42.5 18.5 39.73 734.2 220
"262" 20.4725 44.2675 21.4633333333333 43.1 753.3 110
"263" 17.76 40.73 20.89 33.3266666666667 763.466666666667 50
"264" 22.5 41.03 21.7 42.29 749.7 560
"265" 18.245 42.345 19.89 38.79 759.3 50
"266" 20.23 40.79 20.7 39.5 750.1 60
"267" 18.39 40.5 18.76 37.4666666666667 747.966666666667 140
"268" 18 40.2 18.1333333333333 37.4 757.383333333333 50
"269" 17.6666666666667 40 19.2 37.4 771.1 50
"270" 18.6 39.09 19.1571428571429 36.7128571428571 739.714285714286 50
"271" 20.445 39.245 21.7 34 764.133333333333 130
"272" 18.6666666666667 43.4666666666667 21.1333333333333 38.29 756.9 60
"273" 19.7 43.06 21.79 39.3266666666667 756.583333333333 50
"274" 20.5 43.4666666666667 19.7 42.3633333333333 729.433333333333 120
"275" 18.39 34.6633333333333 18.7 33.73 756.166666666667 90
"276" 19.1333333333333 42.23 19.5666666666667 38.2 738.066666666667 90
"277" 25.5666666666667 32.0333333333333 23.2 35.79 754.8 450
"278" 18.1666666666667 40.59 19.76 34.9 761.866666666667 60
"279" 17.79 39.79 21.5 35.79 751.45 40
"280" 20.9633333333333 41.29 21.5666666666667 41.86 754 670
"281" 17.29 39.8633333333333 19.5 36.79 747.5 50
"282" 19.5333333333333 37.03 20.0666666666667 36.1566666666667 755.866666666667 120
"283" 18.79 44.36 20 40.06 739.433333333333 60
"284" 18.6666666666667 38.6633333333333 19.29 36.79 742.6 40
"285" 20.29 36.8633333333333 21.9266666666667 33.7666666666667 765.5 90
"286" 20.76 38.4333333333333 22 36.9666666666667 759.866666666667 70
"287" 19.6 37.3633333333333 22.89 33.3725 764.35 50
"288" 19.2 44.4333333333333 18.89 45.79 734.233333333333 60
"289" 19.5666666666667 39.23 20.2 34.7 762.533333333333 60
"290" 21.7 43.29 20.29 42 748 130
"291" 21 44.1566666666667 17.7 46.7 767.5 140
"292" 20.1666666666667 49.0333333333333 21.2 39.73 751.3 150
"293" 18.1333333333333 37.4 18 36.5 759.366666666667 40
"294" 19.1 39.0966666666667 21.3042857142857 36.8985714285714 746.666666666667 50
"295" 20.39 40.4 19.7 41.79 746.6 60
"296" 19.89 38.6633333333333 19.79 40.3633333333333 741.433333333333 50
"297" 20.29 47.1633333333333 19.89 48.4666666666667 759.75 50
"298" 18.1 41.09 19.79 38.2 760 40
"299" 20.39 38.23 20.1154320987654 40.1893827160494 754.433333333333 60
"300" 19.5666666666667 37 20.1 35.7 755.833333333333 90
"301" 21.2 40.3266666666667 21.26 41.26 753.4 100
"302" 28.2 39 25.79 44.356 747.9 100
"303" 18.7266666666667 35 19.1666666666667 33.4 757.15 60
"304" 21.7 49.9 23.575 45.29 753 40
"305" 20.7 42.4 20.9266666666667 45.59 758.2 50
"306" 21.39 45.53 21.79 45.56 754.7 140
"307" 20.23 40.8633333333333 17.89 44.3266666666667 755.033333333333 70
"308" 17 40.06 17.6 37.2 745.083333333333 40
"309" 20.0333333333333 31.6966666666667 20.6 32.2266666666667 756.1 140
"310" 20.6 40.4666666666667 20.0666666666667 42.1633333333333 753.566666666667 140
"311" 18.36 35 18.6 34.06 756.233333333333 100
"312" 18.7 43.7 16.6 46.4 757.7 40
"313" 27 33 24 38.2 758.75 40
"314" 22.5333333333333 49.0266666666667 23.39 45.4 755.9 60
"315" 19.3233333333333 39.5 20.1 34.73 762.6 40
"316" 19 46.09 20.89 40.7 754.1 60
"317" 19 32.8633333333333 20.2 32.79 766.966666666667 100
"318" 22.85 35.5957142857143 23.5333333333333 34.5266666666667 761.466666666667 70
"319" 22.7 36.2 22.1 36.79 751.166666666667 60
"320" 17.5 40.3266666666667 17.7 38.53 754 40
"321" 21.79 40.5 19.1 40.7 738.65 70
"322" 19.3233333333333 43.09 17.6 47.09 765 50
"323" 19.89 38.245 18.39 34.5 749.9 50
"324" 17.4633333333333 36.2233333333333 19.6 34.3266666666667 762.9 50
"325" 25.0333333333333 44.2333333333333 23.73 46.29 756.1 110
"326" 16.7 40.8 19.6 32.845 766 70
"327" 22.575 41.4 25.1 39 753.716666666667 60
"328" 24.478 48.554 25.39 45.94 744.866666666667 60
"329" 19.7 34.73 20 34.06 757.3 50
"330" 19.39 42.9333333333333 19.79 39.7225 753.183333333333 60
"331" 20.5666666666667 39.03 21.2633333333333 38.9633333333333 765.05 100
"332" 19.4266666666667 42.03 21.89 35.2225 756.433333333333 60
"333" 17.6333333333333 38.9 19.7 33.59 750.066666666667 60
"334" 19 40.56 19.29 39.7 756.233333333333 170
"335" 28.7 38.26 25.89 44.7257142857143 747.733333333333 260
"336" 19.4266666666667 34.4 19.6 33.9 757.3 60
"337" 19.29 41.1633333333333 18.7 42.2 749.333333333333 70
"338" 18.4975 44.7475 20.79 37.47 753.316666666667 60
"339" 19.2 39.9 19.5 38 756.933333333333 40
"340" 21.89 40.3266666666667 19.4633333333333 40.8633333333333 734.7 130
"341" 19.5 37.7225 22.89 33.59 764.25 60
"342" 20.5 37.9333333333333 19.1 38.06 741.3 90
"343" 28.6 28.7257142857143 23.7 36.73 752.5 270
"344" 23.73 52.03 24.29 50.1266666666667 749.916666666667 110
"345" 18 37.29 18.2 36.5 757.7 50
"346" 22.7 44.7 24.7 42.23 755.766666666667 60
"347" 23.79 37.73 24.29 39.3266666666667 758.1 260
"348" 19 33.5266666666667 20.5 33.06 764.8 100
"349" 18.29 40.29 19.79 34.9 761.8 60
"350" 18.6333333333333 36.6266666666667 18.89 35.8266666666667 757.3 50
"351" 20.7 38.8266666666667 22.79 35.09 760.3 60
"352" 20.2 46.7666666666667 21.29 42.5 749.75 80
"353" 20.5333333333333 45.6333333333333 18.5 46.43 759.4 390
"354" 19.1 34.06 19.1 34.23 756.383333333333 90
"355" 18.3076470588235 43.9 18.6333333333333 44.2 751.2 50
"356" 20.79 35.4333333333333 20.89 34.79 748 50
"357" 20.73 39.4 19 42.9666666666667 747.533333333333 50
"358" 18.1 44.8266666666667 16.4266666666667 47.03 754.433333333333 40
"359" 22.5 36.6266666666667 22 37.09 765.666666666667 50
"360" 23.39 32.1142857142857 23.79 32.7 761.55 100
"361" 27.1428571428571 28.7257142857143 24.2275 34.76375 752.1 80
"362" 27.4085714285714 35.7714285714286 24.2 42.695 757.3 820
"363" 18 47.06 21.29 37.1266666666667 764.5 40
"364" 19.39 41.9666666666667 20.5 39.6633333333333 754.633333333333 80
"365" 20.7 44 19.5 46.79 753.9 50
"366" 19.5333333333333 39.0333333333333 20.8233333333333 32.36 766.766666666667 290
"367" 19.0333333333333 40.5 19.89 38.4 762.516666666667 70
"368" 19.29 33.4 19.5 32.7 759 40
"369" 19.5 44.0266666666667 22.175 38.97 750.633333333333 50
"370" 19.6333333333333 43.23 18.2 45.03 762.4 50
"371" 20.3233333333333 38.9 21.73 33.5666666666667 764.066666666667 90
"372" 21.7 42.06 21.0666666666667 41.9666666666667 765.35 100
"373" 21.29 38.4 22.6 35.29 756.633333333333 110
"374" 18.8566666666667 40.26 20.9266666666667 36.5 758.466666666667 50
"375" 21.1 30.8933333333333 21.89 31.7 764.7 80
"376" 16.79 39.4 18.39 36.4666666666667 747.366666666667 40
"377" 27 33.43 23.76 38.4 758.85 50
"378" 21.7 40.06 19.7 42.6266666666667 748.6 380
"379" 24.04 44.71 24.39 43.45 756.116666666667 60
"380" 19.5 43.8266666666667 21.5 39.79 751.6 40
"381" 18.7 39.9 20.6 33.7 763 50
"382" 21.4633333333333 36.86 22.9528571428571 35.2 759.9 310
"383" 20.5 47.23 18.89 49.29 758.35 40
"384" 24.654954954955 45.1637237237237 24.0828828828829 46.0985585585586 752.95 90
"385" 19.5 44.3633333333333 18.3666666666667 47.2333333333333 752.133333333333 420
"386" 19.3566666666667 40.5 19.2 39.59 742.05 170
"387" 22.6666666666667 36.1266666666667 21.79 35.7 757.766666666667 60
"388" 20.29 46.29 21.1 43.9666666666667 748.45 50
"389" 19 34.9633333333333 20.29 32.9 765.066666666667 100
"390" 21.1 41.4 20.39 42.9 743.1 50
"391" 20.3233333333333 43.7 20 46.1633333333333 752.216666666667 70
"392" 21.7 43.56 20.39 42.1566666666667 748.3 470
"393" 22.29 47.8633333333333 21.8233333333333 46.9633333333333 748.9 270
"394" 21.7 49.9 23.5 45.26 753.4 90
"395" 18.7 41.9 20 39 743.066666666667 60
"396" 18.8 39.0566666666667 19.8566666666667 35.2233333333333 755.85 70
"397" 21.6 45.29 20.89 48.9 759.45 40
"398" 18.6 43.09 20 38.59 753.75 50
"399" 18.26 36.8633333333333 19.1 34.9333333333333 765.716666666667 50
"400" 20.0333333333333 38 19.7 38.1333333333333 755.533333333333 220
